1140,993,163,-1
1140,996,163,1
1140,999,163,2
1140,1000,166,3
1140,1000,166,4
1140,1010,166,5
1140,1010,166,6
1150,1010,166,7
1150,1010,166,8
1150,1010,166,9
1150,1010,166,10
1150,1010,166,11
1150,1010,166,12
1150,1010,166,13
1150,1020,166,14
1150,1020,166,15
1150,1020,166,16
1150,1030,166,17
1150,1030,165,18
1150,1040,165,19
1160,1040,164,20
1160,1050,164,21
1160,1050,163,22
1160,1060,163,23
1160,1060,162,24
1170,1070,162,25
1170,1070,162,26
1170,1080,162,27
1170,1080,161,28
1170,1080,161,29
1180,1090,161,30
1180,1090,160,31
1180,1100,160,32
1190,1100,160,33
1190,1100,160,34
1190,1100,160,35
1190,1110,160,36
1190,1110,159,37
1190,1110,159,38
1190,1110,159,39
1200,1110,158,40
1200,1110,158,41
1200,1120,157,42
1200,1120,156,43
1210,1120,156,44
1210,1130,155,45
1210,1130,155,46
1210,1140,155,47
1210,1140,154,48
1220,1150,154,49
1220,1150,153,50
1220,1160,153,51
1220,1160,152,52
1230,1160,151,53
1230,1170,151,54
1230,1170,150,55
1230,1180,148,56
1230,1180,148,57
1240,1180,148,58
1240,1190,147,59
1240,1190,147,60
1240,1200,146,61
1240,1200,146,62
1250,1210,145,63
1250,1220,145,64
1250,1220,145,65
1250,1230,144,66
1250,1230,145,67
1250,1240,145,68
1250,1250,145,69
1250,1250,145,70
1250,1260,145,71
1250,1260,145,72
1250,1260,145,73
1250,1260,145,74
1250,1270,144,75
1250,1270,144,76
1250,1270,144,77
1250,1270,144,78
1250,1270,143,79
1250,1270,143,80
1250,1270,143,81
1250,1270,143,82
1190,1110,160,36
1190,1120,160,84
1190,1120,161,85
1190,1130,161,86
1180,1130,160,87
1180,1140,160,88
1180,1140,160,89
1180,1150,160,90
1180,1160,160,91
1180,1160,160,92
1180,1170,160,93
1180,1170,160,94
1180,1170,161,95
1180,1180,158,96
1180,1180,157,97
1180,1180,155,98
1170,1190,155,99
1170,1190,155,100
1170,1190,155,101
1170,1190,157,102
1170,1200,159,103
1170,1200,159,104
1170,1210,158,105
1170,1220,158,106
1180,1220,158,107
1180,1230,158,108
1180,1240,158,109
1180,1240,158,110
1170,1250,159,111
1170,1250,160,112
1170,1250,161,113
1170,1250,162,114
1170,1250,162,115
1170,1260,162,116
1170,1260,162,117
1170,1260,162,118
1160,1260,153,119
1160,1270,154,120
1160,1270,154,121
1160,1280,155,122
1160,1280,155,123
1160,1290,154,124
1160,1290,154,125
1170,1300,154,126
1170,1310,154,127
1170,1310,154,128
1170,1320,154,129
1170,1320,153,130
1170,1330,153,131
1170,1330,153,132
1170,1340,154,133
1170,1340,155,134
1170,1350,155,135
1170,1350,156,136
1170,1360,157,137
1170,1360,157,138
1170,1360,157,139
1170,1360,157,140
1170,1360,157,141
1170,1360,157,142
1170,1370,157,143
1170,1370,157,144
1170,1370,157,145
1180,1370,157,146
1160,1250,153,120
1160,1250,153,148
1160,1240,153,149
1150,1240,153,150
1150,1230,153,151
1150,1230,153,152
1150,1220,153,153
1150,1210,153,154
1150,1210,153,155
1150,1200,153,156
1150,1190,152,157
1150,1190,152,158
1150,1180,153,159
1150,1170,153,160
1150,1170,154,161
1150,1160,155,162
1150,1160,155,163
1150,1150,156,164
1150,1150,156,165
1150,1140,157,166
1150,1140,157,167
1150,1140,157,168
1150,1130,157,169
1150,1130,157,170
1150,1130,157,171
1140,1120,157,172
1140,1120,156,173
1140,1110,156,174
1140,1110,156,175
1140,1100,156,176
1130,1100,155,177
1130,1090,154,178
1130,1090,154,179
1130,1080,153,180
1130,1080,154,181
1130,1070,154,182
1130,1070,154,183
1130,1060,154,184
1130,1050,154,185
1170,1200,155,103
1170,1200,154,187
1170,1210,154,188
1170,1220,153,189
1170,1220,152,190
1170,1230,151,191
1170,1240,151,192
1170,1240,151,193
1170,1240,150,194
1180,1140,160,88
1180,1140,159,196
1180,1150,159,197
1180,1150,158,198
1180,1160,157,199
1180,1160,156,200
1180,1170,156,201
1180,1170,156,202
1180,1170,156,203
1180,1170,156,204
1180,1170,156,205
1180,1170,156,206
1180,1170,155,207
1180,1180,155,208
1180,1180,155,209
1180,1180,155,210
1180,1180,155,211
1180,1180,155,212
1180,1180,156,213
1180,1180,157,214
1180,1180,158,215
1190,1110,159,36
1190,1110,159,217
1190,1100,159,218
1190,1100,159,219
1200,1100,159,220
1200,1100,159,221
1200,1100,158,222
1200,1100,158,223
1200,1100,158,224
1200,1100,158,225
1200,1100,157,226
1200,1100,156,227
1210,1100,155,228
1210,1100,154,229
1220,1110,153,230
1220,1110,153,231
1230,1110,151,232
1230,1110,150,233
1230,1120,149,234
1240,1120,148,235
1240,1120,147,236
1240,1120,146,237
1240,1120,146,238
1240,1120,146,239
1250,1130,146,240
1250,1130,146,241
1250,1130,146,242
1250,1130,146,243
1250,1130,145,244
1250,1130,144,245
1250,1130,144,246
1250,1130,144,247
1250,1130,144,248
1250,1130,144,249
1260,1130,142,250
1260,1130,142,251
1260,1130,142,252
1260,1130,141,253
1260,1130,141,254
1260,1130,141,255
1260,1140,141,256
1260,1140,141,257
1260,1140,141,258
1260,1140,141,259
1140,1000,166,4
1140,1000,166,261
1140,1010,164,262
1140,1010,163,263
1140,1010,161,264
1140,1010,161,265
1140,1010,161,266
1140,1020,161,267
1130,1020,160,268
1130,1020,159,269
1130,1030,158,270
1130,1030,158,271
1130,1030,157,272
1130,1030,156,273
1130,1030,156,274
1130,1040,155,275
1120,1040,154,276
1120,1040,152,277
1120,1040,150,278
1120,1050,148,279
1120,1050,146,280
1110,1060,144,281
1110,1060,143,282
1110,1060,143,283
1110,1060,142,284
1110,1060,141,285
1110,1060,140,286
1110,1060,138,287
1110,1070,137,288
1110,1070,136,289
1110,1070,136,290
1110,1070,136,291
1110,1070,134,292
1110,1080,132,293
1110,1080,130,294
1100,1080,128,295
1100,1090,126,296
1100,1090,124,297
1100,1100,123,298
1100,1100,121,299
1100,1110,120,300
1100,1110,119,301
1100,1120,118,302
1100,1120,116,303
1100,1130,114,304
1100,1130,112,305
1100,1130,111,306
1100,1140,109,307
1100,1140,107,308
1100,1150,105,309
1090,1150,103,310
1090,1160,102,311
1090,1160,101,312
1090,1160,100,313
1090,1170,98,314
1090,1170,98,315
1090,1170,98,316
1090,1170,98,317
1090,1170,97,318
1090,1180,95,319
1090,1180,94,320
1090,1190,92,321
1090,1190,90,322
1080,1200,89,323
1080,1200,88,324
1080,1200,86,325
1080,1210,83,326
1080,1210,81,327
1080,1210,80,328
1080,1210,79,329
1080,1220,78,330
1080,1220,78,331
1080,1220,78,332
1080,1220,78,333
1110,1070,136,289
1120,1070,134,335
1120,1070,132,336
1120,1080,130,337
1120,1080,127,338
1120,1080,125,339
1130,1090,123,340
1130,1090,121,341
1130,1090,119,342
1130,1090,117,343
1140,1090,114,344
1140,1100,112,345
1140,1100,110,346
1150,1100,108,347
1150,1100,106,348
1150,1100,104,349
1160,1110,102,350
1160,1110,102,351
1160,1110,101,352
1160,1110,100,353
1160,1110,100,354
1160,1110,99,355
1170,1110,98,356
1170,1110,97,357
1170,1120,96,358
1180,1120,95,359
1180,1120,95,360
1180,1120,95,361
1180,1120,94,362
1180,1120,93,363
1190,1120,92,364
1190,1120,91,365
1190,1120,90,366
1190,1120,90,367
1190,1120,89,368
1190,1120,88,369
1190,1120,88,370
1190,1120,88,371
1190,1120,88,372
1110,1060,141,284
1100,1060,142,374
1100,1060,142,375
1100,1070,142,376
1090,1070,142,377
1090,1080,141,378
1090,1080,140,379
1080,1080,139,380
1080,1080,138,381
1070,1080,138,382
1070,1090,138,383
1070,1090,138,384
1060,1090,137,385
1060,1090,137,386
1050,1090,137,387
1050,1100,137,388
1040,1100,137,389
1040,1100,137,390
1030,1100,136,391
1030,1110,136,392
1030,1110,135,393
1030,1110,135,394
1030,1110,136,395
1030,1110,136,396
1020,1110,136,397
1020,1120,136,398
1020,1120,135,399
1020,1120,134,400
1020,1120,135,401
1020,1120,135,402
1020,1120,135,403
1010,1130,134,404
1010,1130,134,405
1010,1140,133,406
1010,1140,133,407
1010,1150,133,408
1000,1150,132,409
1000,1150,132,410
1000,1160,131,411
998,1160,131,412
995,1170,130,413
994,1170,130,414
993,1170,130,415
992,1170,129,416
990,1170,129,417
989,1170,129,418
984,1180,129,419
980,1180,129,420
975,1180,129,421
972,1180,129,422
969,1180,129,423
968,1180,128,424
967,1180,128,425
966,1180,128,426
961,1190,128,427
957,1190,128,428
953,1190,128,429
950,1200,128,430
946,1200,128,431
945,1200,127,432
943,1200,127,433
943,1200,127,434
943,1210,126,435
942,1210,126,436
940,1210,127,437
938,1220,127,438
935,1220,127,439
932,1230,127,440
929,1230,126,441
926,1230,126,442
923,1240,126,443
920,1240,125,444
916,1240,124,445
915,1240,123,446
914,1240,122,447
912,1240,122,448
912,1250,122,449
913,1250,122,450
1140,1000,168,262
1140,1000,171,452
1140,1000,171,453
1140,999,173,454
1140,999,172,455
1140,999,172,456
1130,1000,172,457
1130,1000,172,458
1130,1000,175,459
1130,1000,176,460
1130,1000,177,461
1130,1000,179,462
1120,1000,182,463
1120,997,184,464
1120,993,185,465
1120,988,186,466
1110,984,187,467
1110,980,188,468
1110,976,190,469
1110,972,191,470
1110,969,192,471
1110,966,194,472
1100,962,195,473
1100,958,197,474
1100,954,197,475
1100,950,199,476
1100,945,199,477
1090,941,200,478
1090,937,201,479
1090,933,203,480
1090,929,204,481
1090,926,205,482
1080,923,207,483
1080,920,209,484
1080,916,210,485
1080,911,211,486
1080,911,210,487
1080,910,209,488
1080,909,209,489
1080,909,209,490
1080,909,209,491
1080,907,208,492
1080,903,205,493
1080,902,205,494
1080,900,204,495
1080,897,202,496
1080,897,200,497
1080,898,198,498
1080,900,197,499
1080,901,196,500
1080,904,192,501
1080,904,192,502
1080,905,190,503
1080,907,189,504
1080,908,188,505
1080,910,187,506
1080,911,186,507
1080,913,186,508
1080,914,185,509
1080,916,184,510
1080,917,183,511
1080,918,182,512
1080,920,181,513
1080,921,180,514
1080,924,179,515
1080,927,177,516
1080,930,175,517
1090,933,173,518
1090,937,172,519
1090,940,171,520
1090,943,169,521
1100,946,168,522
1100,949,166,523
1100,950,166,524
1100,951,165,525
1100,952,163,526
1100,953,163,527
1100,955,163,528
1110,959,163,529
1110,959,163,530
1110,960,163,531
1110,961,163,532
1110,963,163,533
1120,966,164,534
1120,966,164,535
1120,967,164,536
1120,969,164,537
1120,970,164,538
1130,975,164,539
1130,979,164,540
1130,982,164,541
1140,985,164,542
1140,989,164,543
1140,989,164,544
1140,990,163,545
1100,952,163,529
1100,950,162,547
1090,948,162,548
1090,948,161,549
1090,947,160,550
1090,946,160,551
1090,945,161,552
1090,941,161,553
1080,937,161,554
1080,933,161,555
1080,930,161,556
